47.4717485	19.0593212	4801911904
47.4719468	19.0596155	738750764
47.4719468	19.0596155	738750764
47.4717485	19.0593212	4801911904
47.4719512	19.0598144	268798051
47.4718676	19.0599488	305572357
47.4718676	19.0599488	305572357
47.4717577	19.0601323	305572381
47.4717577	19.0601323	305572381
47.4718676	19.0599488	305572357
47.4716192	19.0604364	305572358
47.4716948	19.0602547	305572382
47.4716192	19.0604364	305572358
47.4715553	19.0606316	305572383
47.4715553	19.0606316	305572383
47.4714998	19.0608331	268798053
47.4714998	19.0608331	268798053
47.4714132	19.0611775	305572361
47.4714998	19.0608331	268798053
47.4714132	19.0611775	305572361
47.4713888	19.0612807	1178038244
47.4713658	19.0614163	1903761245
47.4713658	19.0614163	1903761245
47.4713433	19.0616747	268798055
47.4713433	19.0616747	268798055
47.4713362	19.0618839	4626586762
47.4713347	19.0620598	5978122498
47.4713362	19.0618839	4626586762
47.4712377	19.0622606	726534823
47.4713443	19.0622321	268746055
47.4714068	19.0627348	5978122499
47.4713639	19.0624161	4626586761
47.4713639	19.0624161	4626586761
47.4714068	19.0627348	5978122499
47.4714068	19.0627348	5978122499
47.4714546	19.0630472	5978122500
47.4714546	19.0630472	5978122500
47.471508	19.0634171	369615465
47.471508	19.0634171	369615465
47.4714546	19.0630472	5978122500
47.471584	19.0639256	288810573
47.471508	19.0634171	369615465
47.471508	19.0634171	369615465
47.471584	19.0639256	288810573
47.4713277	19.0640686	369615441
47.4708686	19.0641368	369615443
47.4713277	19.0640686	369615441
47.4708686	19.0641368	369615443
47.4713277	19.0640686	369615441
47.4708686	19.0641368	369615443
47.4708686	19.0641368	369615443
47.4706841	19.0641719	6248878982
47.4706841	19.0641719	6248878982
47.4702969	19.0642278	460047491
47.4706841	19.0641719	6248878982
47.4702969	19.0642278	460047491
47.4702969	19.0642278	460047491
47.470045	19.0642801	268745985
47.4702969	19.0642278	460047491
47.470045	19.0642801	268745985
47.470045	19.0642801	268745985
47.4699684	19.0642659	5301464715
47.4698651	19.0641809	6248981363
47.4698354	19.0641071	268745983
47.4698167	19.0640257	369615432
47.4698096	19.0639516	268745982
47.4698096	19.0639516	268745982
47.4698516	19.0629902	5066495188
47.4698096	19.0639516	268745982
47.4698516	19.0629902	5066495188
47.4698096	19.0639516	268745982
47.4698516	19.0629902	5066495188
47.4698096	19.0639516	268745982
47.4698516	19.0629902	5066495188
47.4698516	19.0629902	5066495188
47.4698625	19.06272	268798057
47.4698625	19.06272	268798057
47.4698821	19.0623572	268745980
47.4698625	19.06272	268798057
47.4698821	19.0623572	268745980
47.4698705	19.0621982	268745979
47.4698415	19.0620289	268745978
47.4698415	19.0620289	268745978
47.4697934	19.0618915	268745977
47.4697206	19.0617503	268798060
47.4696196	19.0615841	268745975
47.4696196	19.0615841	268745975
47.4695006	19.0613798	268745974
47.4695006	19.0613798	268745974
47.4694207	19.0611625	268745973
47.4694207	19.0611625	268745973
47.4693973	19.0610164	268745972
47.4693907	19.060861	268745971
47.4694284	19.060406	268798064
47.4693907	19.060861	268745971
47.4694284	19.060406	268798064
47.4694284	19.060406	268798064
47.4694472	19.0601633	2221167785
47.4694472	19.0601633	2221167785
47.4694607	19.0599532	1347317749
47.4694607	19.0599532	1347317749
47.469507	19.0593424	268746179
47.4694607	19.0599532	1347317749
47.469507	19.0593424	268746179
47.469507	19.0593424	268746179
47.4695655	19.0584503	268798066
47.469507	19.0593424	268746179
47.4695655	19.0584503	268798066
47.469507	19.0593424	268746179
47.4695655	19.0584503	268798066
47.469507	19.0593424	268746179
47.4695655	19.0584503	268798066
47.469507	19.0593424	268746179
47.4695655	19.0584503	268798066
47.4695655	19.0584503	268798066
47.4696202	19.0577115	914810542
47.4695655	19.0584503	268798066
47.4696202	19.0577115	914810542
47.4696202	19.0577115	914810542
47.4696988	19.0566684	5272704566
47.4696202	19.0577115	914810542
47.4696988	19.0566684	5272704566
47.4696202	19.0577115	914810542
47.4696988	19.0566684	5272704566
47.4696202	19.0577115	914810542
47.4696988	19.0566684	5272704566
47.4696202	19.0577115	914810542
47.4696988	19.0566684	5272704566
47.4697144	19.056555	5272704565
47.4697251	19.0564759	302276703
47.469983	19.0566423	914810494
47.4698115	19.0563904	6249179694
47.469983	19.0566423	914810494
47.4698115	19.0563904	6249179694
47.469983	19.0566423	914810494
47.4701073	19.0568282	9942674089
47.469983	19.0566423	914810494
47.4701073	19.0568282	9942674089
47.4701073	19.0568282	9942674089
47.4703888	19.0572491	914810534
47.4701073	19.0568282	9942674089
47.4703888	19.0572491	914810534
47.4701073	19.0568282	9942674089
47.4703888	19.0572491	914810534
47.4703888	19.0572491	914810534
47.4706802	19.0576959	4591632491
47.4703888	19.0572491	914810534
47.4706802	19.0576959	4591632491
47.4706802	19.0576959	4591632491
47.4714709	19.0589052	268798048
47.4706802	19.0576959	4591632491
47.4714709	19.0589052	268798048
47.4706802	19.0576959	4591632491
47.4714709	19.0589052	268798048
47.4706802	19.0576959	4591632491
47.4714709	19.0589052	268798048
47.4706802	19.0576959	4591632491
47.4714709	19.0589052	268798048
47.4706802	19.0576959	4591632491
47.4714709	19.0589052	268798048
47.4714709	19.0589052	268798048
47.4706802	19.0576959	4591632491
47.4706802	19.0576959	4591632491
47.4714709	19.0589052	268798048
47.4717485	19.0593212	4801911904
47.4714709	19.0589052	268798048
